,6C6TWB,1T99I1,7826TT,PV5TGL,K90XN4,0UOVDZ,EA5ZR5,YSGOCV,2824TN,9U0832
2011-06-01,53.41000604707276,27.71172440703583,23.85651418861424,25.22764112887643,26.047840627226996,34.96363277057028,18.0321173049724,27.019223074598262,52.15657965561496,25.18846077385709
2011-07-01,57.185746377949094,30.838872727696955,22.92810719287632,27.124640224140744,24.35374188922366,40.70036724317116,19.80899296178372,25.470812579514416,57.18709211527819,27.145357217200516
2011-08-01,58.72035538331369,18.934758542991837,27.697408401996537,22.984195320519557,17.46559161263971,32.96061095063753,21.32929198584741,33.43536288723747,50.13369781074443,24.18692475856409
2011-09-01,54.55039291920984,29.526903496517917,14.856574848601733,19.074218356378605,16.18775339106983,36.191225666371516,18.415602273655665,20.589885542237774,54.20536057294192,28.063284194672665
2011-10-01,58.276213788856914,19.158864258941353,21.875978007596398,31.07574221198287,28.90573240872712,37.639426789585464,15.282075066439418,39.99608193055633,53.819359690830844,21.7928520869351
2011-11-01,59.25428799698639,29.14188614818049,26.829193779026934,25.15268674670954,20.235035282272616,31.95070020818227,21.475839936158906,33.4360186891885,58.47570943130236,23.639679387333366
2011-12-01,61.379922074230635,20.447221363264365,12.121543311612292,23.80069770020928,19.428976968652428,35.07743335007458,11.14592371262716,31.110521312913782,47.63508183849112,27.294498131895445
2012-01-01,67.9196734852875,32.07874128863455,26.226810286364845,22.83991798367181,26.497707793422958,40.15420272685039,25.709979715726035,39.8439595987412,67.66807685600484,32.22613208348757
2012-02-01,74.83714313324596,44.74772747216272,35.89399664452408,32.76176162270268,28.585087719721514,39.487364578336646,19.787558087945243,37.85651083627917,66.97156750678394,34.182377516904566
2012-03-01,58.47697703598137,31.77681840266501,29.878916449867745,28.553804308174804,20.748688806091703,48.52220228127736,23.361647401465476,41.531187742043876,61.543422050591126,31.683262206735407
2012-04-01,71.16098448325234,34.302710217176994,22.11164644032386,25.601230656989856,19.351519321142547,46.113968142727266,22.010871521694316,33.83202263690802,60.28326049278018,29.73113099693984
2012-05-01,78.16988486091289,32.67606256011487,27.712982785869137,24.879997503756965,23.94501080271622,46.5175625080207,27.505732174944946,34.82925203992487,66.04053425611679,22.279479959891212
2012-06-01,74.92237663823711,33.749880511702315,24.17590491708188,27.897971706782986,22.037681016579928,39.2656113513033,25.382676910128094,43.30692446812175,61.51774550145646,29.247239336110663
2012-07-01,69.43013948973443,35.3131014266706,28.872241397669555,29.742590983577823,26.242264632527924,42.94910216241064,20.73584088551136,41.432820197446,72.31244749248913,27.65642709400279
2012-08-01,70.42927828749501,28.607291784676,32.34962074906295,25.144801896729756,25.586093836622467,43.301603943139575,16.02211726402278,38.48411841953691,73.04163177075625,24.118253308002984
2012-09-01,61.480463167203126,35.9867870687389,30.682356685880546,31.37125826132541,23.45363989529693,42.303378349051016,26.077768576170907,35.63659946592419,67.95938343913998,26.405347855426278
2012-10-01,66.84756244250748,39.86953973536754,30.4041422308397,33.63353898083852,31.967832958341525,45.32963973020075,26.70668790384933,32.977751661830276,65.26128923839156,25.34504803346323
2012-11-01,69.85020758272842,32.440179216355816,31.93951049768304,26.641766007619363,25.421737035814065,42.98088299324597,27.34351972782306,46.95996533636262,61.3202286051239,20.67888116189151
2012-12-01,75.64328187161124,32.706543213726945,31.191165636635176,34.638717797212536,32.74567304575628,44.07068473517192,22.32046665932989,37.520710582480895,67.00351010904717,19.66385003128938
2013-01-01,84.43033839541455,41.25848338442004,41.43393277710652,28.481395998495593,28.390856960706433,44.04252908595841,29.924591561618406,48.13644826914403,76.52043616326276,31.488451836493738
2013-02-01,78.18314953950266,38.87342510893494,34.617261811522816,37.8525399542193,28.800181019859615,54.90391021007828,33.007671760052794,42.40990457245057,83.92115303248083,31.99879953395397
2013-03-01,82.06434850550386,44.08994236619249,26.268515466758032,32.19578966111651,32.04425634849226,56.88401530873015,24.347686137715193,47.65739863984034,78.82676715662181,38.20762822506253
2013-04-01,78.57734791075131,45.35093802578011,29.402226414248183,34.09685679133201,35.935076233037464,52.08100249813973,18.259163882046003,44.81970856783047,83.89227943391538,33.12357391322657
2013-05-01,82.17409064102033,43.192021430381644,33.70453603354698,35.13638220678013,30.059933934294925,46.04489610106928,22.79291824241658,37.233393956716334,72.50556049131794,33.86250819420842
2013-06-01,88.95379046585624,43.94606887400809,33.77975321889197,37.16382191363017,32.75829768435969,47.974517360777575,28.564697370038484,46.15373718695902,83.65736609809802,38.91116541018644
2013-07-01,87.78310141565308,47.09129159057567,30.51252665121019,34.798739569612025,35.00522737385427,60.0123031238935,30.8721954084509,42.005800707006586,81.23188413677461,37.89630977810309
2013-08-01,85.47356738030565,40.836965070470136,38.04316587020961,39.11012703270511,34.93693424593126,50.93550070410925,26.205151316689438,49.838784911823524,70.17723729808976,35.27436319183371
2013-09-01,77.92783725062824,44.86623808556209,32.5573599129293,35.29181161150014,31.325060055368137,52.03042642220313,32.59721971136676,46.30571195740179,75.55348073285933,33.45487470782461
2013-10-01,84.85153840985501,33.76804187792342,34.97688612898751,33.55210657632026,28.804201931900316,47.92500911724173,26.44148118168045,45.87335672872637,76.74589483198297,28.427059611671517
2013-11-01,82.72416919842644,44.47748865917616,24.344029069203405,39.32010078800795,26.855457381598907,51.369782952760126,30.33660519417494,44.913387281575666,74.92754497641725,34.56254746386454
2013-12-01,79.75491131104305,37.83818237522744,27.629782419421893,42.708609423252035,28.68296926588767,52.17860650753831,28.764306541208413,45.05716001487411,78.75261031012481,31.327119548913036
2014-01-01,99.36063053612725,42.51748177544966,41.66280745663418,37.498733194583686,35.376359779837244,56.046017841808876,41.50999694267065,49.13960860060928,94.42431470930886,37.28021561328927
2014-02-01,100.9063780244982,43.00125795728328,39.37063199332201,40.20938263769173,36.142789772913005,60.260445735128535,31.82046275634999,55.84365792405022,94.77491478974956,42.88559712895168
2014-03-01,93.74635696190636,43.619742086584885,45.73586197362656,54.39994937767406,32.607740638875406,62.49581439873281,36.36635974459131,57.6884972833936,99.61821468248458,37.0900281429743
2014-04-01,102.78913444850461,42.152707587588246,37.655577565599614,39.05090455042336,37.45759510128023,55.23551932563227,28.847395685707113,53.99778708322272,88.91824291207452,40.73029170244388
2014-05-01,93.56202626385335,48.03105045540524,42.85570986401842,41.30001340929852,32.871777107846526,67.03972566985394,28.63964575888411,51.177954997632646,95.40727709470269,43.75720552918355
2014-06-01,115.9995132089667,54.117275182883795,37.75818462847659,47.809208935500905,42.16316030724356,62.41056907938008,38.068196943869616,59.58191503656778,94.40066718341618,39.20548224423261
2014-07-01,108.87924408783577,51.28956819384046,43.5663228287327,46.8955759015695,34.70707907998597,65.38691624941913,28.849778344592576,53.332491851357865,95.14680429363969,35.119940337854814
2014-08-01,105.53815328157431,44.603573757630876,40.65184206739024,43.02745668208858,30.941722052015614,68.77175760468006,32.8289428936499,50.349365346621866,93.07784728086905,40.00490038226535
2014-09-01,101.11404710893244,48.73382864327941,42.71446347027156,42.40488449171245,34.451314466490366,68.27734978774295,36.207983832589925,54.0084612269825,95.15580143989395,42.56063848377304
2014-10-01,99.46231802121243,51.09519272622724,37.41992855510517,42.78471608217339,32.61233981841062,61.547501892404874,35.08975038758306,49.032362763454714,96.87083918619165,45.781021348946766
2014-11-01,96.41755579854261,49.91929944940925,42.414340565177554,38.06453354416,34.278413987011604,63.60915468474771,28.561472687690916,58.46853923917547,93.38021998963302,41.67203759653811
2014-12-01,106.07741386478385,44.82294352568451,41.3106608435768,42.58590801875341,41.27884763518006,62.763227690990185,36.803225179140654,55.92805008084532,99.16831639829627,44.96068486116079
2015-01-01,116.27471033242442,58.473626322568386,50.17677782537261,53.623669264922476,47.05489364026328,77.79688765445354,39.536875956959875,60.85286563469468,123.60924250890238,50.80159195289834
2015-02-01,113.52452708503226,63.54848370961318,55.184400351415306,61.672290071678134,43.306833508548905,76.0086499291963,41.33786787907326,68.23043363974989,120.39618370198026,46.04242163197867
2015-03-01,116.4196526217188,57.89250205687138,50.586087277264504,49.05336490606964,42.576341712362726,75.01889209381638,42.10637785148346,74.39565693853106,116.23654672591283,46.75905943160911
2015-04-01,116.80736942071304,50.22652392611924,45.247342741785886,50.652569232626064,36.89846948095041,77.17485648480643,44.13089748931754,63.389702719375826,117.31704406974886,51.307722445582044
2015-05-01,117.3661297443125,59.933476121068615,55.988899288187135,47.96148479911106,42.37010581839921,69.13355904547994,37.09147804124269,65.65582372570744,108.77446057888326,45.54986583202045
2015-06-01,121.38162684365365,60.224808006648715,50.27633523070621,51.27551999656431,43.067591990475,72.60727546636713,48.11196087357676,66.62034969914113,113.37969889389639,49.931369521076626
2015-07-01,122.86181412999181,53.53557896246053,49.522570296401035,52.718267240874276,43.33820276784985,74.70334472445795,32.64617488826883,68.5980675846671,120.92015310797342,47.45093853687418
2015-08-01,115.1745502894417,60.11981625386477,49.790924263573075,57.72600854616393,43.52141799019086,76.21781270130332,39.95270472275267,66.1591173351584,120.63913141851444,47.718754162435246
2015-09-01,128.03061219776427,56.69677297751084,49.0075054892154,52.62720386352601,41.79382712118334,79.43478715133013,39.75155760211373,72.25319739609328,115.3085157472208,53.3664121380136
2015-10-01,123.37178739815607,57.94470553690627,54.819975890218394,54.48961207332286,42.44089175052223,70.51560287992021,42.59925787668188,62.88453238902102,114.72810220924352,47.75218003386104
2015-11-01,122.75841525049725,63.19633261361895,47.80977691354489,53.992771463660816,44.10405439661429,69.27564249301626,47.39881242394501,59.04825970652212,118.14933715796246,50.61858467433848
2015-12-01,118.37053093077064,55.91226333637767,50.019282162372356,58.26904310957626,36.648813252196824,70.05958255313162,40.01671708407588,60.1917150278331,118.3542057759687,51.438782134664656
2016-01-01,145.16677160934228,68.78360134910254,58.842109779401206,62.82175499972801,54.20646930400085,82.07748975921594,48.12679284972773,83.96613696734946,141.02195031089343,58.434071680430314
2016-02-01,145.31176139068324,66.49721322698429,63.119056471859466,64.94128863817703,49.92317446967799,92.13736769831719,46.52400843635324,80.11281273552356,136.81852602419238,65.87389245366187
2016-03-01,141.55917468334044,78.35883941387729,61.006560562899466,61.513825156946396,43.68154273742112,94.45461416067363,47.30831070446588,78.29542733569646,134.84225249712563,59.480113781523826
2016-04-01,146.92750269795405,76.92754915711295,60.36455970680112,68.71865208643887,53.322815948760905,94.15151629927203,46.78474192100917,76.44335001181993,141.63229168013476,61.12120604738338
2016-05-01,145.30914440799745,75.86891914466088,57.75543705929054,61.22397127313518,54.999931293264275,85.26270710879945,45.848417263114335,73.60343114307899,138.97798026251715,68.54132064192672
2016-06-01,147.5463443374349,75.69893768076979,56.55424274364215,66.98281708954944,52.3072616957374,88.60278380751632,47.606481212582594,77.1275896222553,127.70181878808368,58.76782404878352
2016-07-01,150.0914158208882,69.52333833747598,63.2683098791121,60.10967159442335,51.83773309138868,81.2932874200921,37.82994247775004,74.7831736877494,135.98461004406113,53.9773353725532
2016-08-01,142.75457535262802,71.44496773336522,53.87389568877424,62.23831977601383,52.84002177941099,89.37626382849994,53.17600303936162,78.16109698659292,137.51894888409342,53.00437795161757
2016-09-01,145.19570748957594,69.31479422381784,61.47591822294038,68.95173842273607,51.54733364618684,84.80157295686266,51.2067953332439,71.13741101267486,136.0824074100409,61.2818024028737
2016-10-01,143.48384058259862,66.13372113098669,62.41918703167832,64.05746939309297,55.056196557446555,94.49638107740495,50.77070843100656,77.7977641154294,141.5440797888012,53.38119172805562
2016-11-01,142.57880810455492,64.39466327967929,55.17945040543737,52.01511661681488,50.36793257767925,90.77612811310219,48.09060651242567,79.90508384948352,136.2039461252603,54.1979660679794
2016-12-01,146.76612684192702,67.56190207948818,56.770574508484074,67.03333850328697,47.97603820643164,81.35906410008508,47.637388861299385,82.39254368174554,142.07533981704597,55.18501458160706
2017-01-01,169.21959930713223,73.34385162859465,73.00729021372322,74.49025061983932,55.84836335710156,109.02115311448696,50.67570806891266,92.02015409642783,163.8917920519356,69.47733561702998
2017-02-01,175.8697314435972,76.55611526525672,65.14020644788631,79.05749890908574,63.132244219890296,114.85785184279464,54.16393198611776,93.35747027035386,169.7532610433671,65.7105818865846
2017-03-01,168.10782699160617,80.61848068128957,75.95353654115415,74.14642866729723,52.322315481987665,106.62257500517477,58.85187967791742,96.92009835638855,170.19742977398403,70.06209495938795
2017-04-01,170.79679795645998,85.68307925226807,71.87373559744394,74.7617363153055,61.28144341132963,110.1201927694394,58.5083813110278,91.62046282912068,164.0496714068395,70.42069983557236
2017-05-01,167.33526168379237,86.44701925708107,76.77242295456915,74.89299497203695,57.675173926597004,108.77833111167418,58.02654394514369,92.27916722141775,166.57859538131552,74.74117984456134
2017-06-01,171.8556252047093,78.17506872613458,76.98976012148951,75.93611035394866,58.27819338675847,101.55885292979502,61.424161245588294,93.4469816778726,160.1809345474278,72.88297401312037
2017-07-01,169.98114050550961,78.0297930612513,73.29118192146363,79.68804166424786,60.80436980709633,104.90201658455106,57.5374052767601,91.29710605710392,171.51676055795488,71.53384466388924
2017-08-01,177.46081637608134,80.23505120937409,66.11510621111572,77.75309126321642,60.888030322571375,108.41698226644924,56.157993166896134,92.42007274166068,156.9485464840584,66.63004200763991
2017-09-01,170.0872065548303,87.10715106920935,77.57189986406843,73.80602369443082,59.93263440530222,108.49250746139845,50.6388540359283,93.41100489524013,160.6063968043248,72.40901749435339
2017-10-01,174.85861017939982,83.23025352483647,65.72210268697486,82.16476225413295,57.39623668871108,105.49003558845415,56.250577485405294,96.15592311696606,164.93299203449968,78.29393462974949
2017-11-01,174.07883042011167,84.03721834625534,76.90400826869183,79.85902763647877,61.474090900197176,109.92451550474482,45.99095127443607,95.53638451799331,166.52212738855837,72.47018712676305
2017-12-01,168.7249471208859,82.48742724200656,78.22074431493954,78.57333751845448,59.03932540674494,107.6294918125326,65.75675230581597,91.19019279881677,169.6239377873482,71.77623621920692
2018-01-01,205.9634900669514,104.47830594669243,89.85633817299787,89.69836671685171,71.97446530367542,126.16119849756036,68.42083644579807,107.9914816486404,193.17825624382115,85.25269144489879
2018-02-01,201.75228826472738,100.1367111669766,87.0605980644612,93.73030935640472,76.44404454966389,121.16555211342863,64.07789796146433,108.52843089213448,196.1143582252895,86.01853677693937
2018-03-01,208.5369123554193,99.48478399475074,86.280772696582,97.37739643706595,79.97982604656855,129.60948622038114,63.7690795780077,108.75644481347834,191.96777427590044,88.72655458338151
2018-04-01,208.2522695695236,103.12262807439377,85.4882977890605,86.78191841765124,69.97586550841054,124.55226871172107,71.9141011205176,113.31984494632077,204.41341488420832,86.64463918768185
2018-05-01,208.85190392875796,103.84119964117198,82.88857008063788,83.11328988295054,81.17613721098317,121.57586209784296,67.54821424900308,113.34473197184916,194.6963273584083,87.77794251141644
2018-06-01,199.4287450179651,101.71374043792773,83.12313730504218,90.69290588231121,68.02010943863895,122.40471645403503,68.86133949155037,115.91106617855905,194.5536618511882,77.50221017158553
2018-07-01,204.248516537381,95.62893873735571,81.64211666637142,91.49590015132142,73.51741303279661,128.17587192792013,66.97170487550312,109.74502368226514,200.17905601144398,84.86263470698553
2018-08-01,204.005946601971,89.5452423094893,89.96753461140312,87.98167498638519,76.64514309148291,121.19340552252645,68.8171544681042,111.08172817519008,198.69937840408912,84.31574041785804
2018-09-01,206.51576164629753,96.02634519035338,91.78497073490612,89.67189789699773,62.9663764500234,132.82005843381472,68.52597222399541,116.82032551559897,202.44476112729004,82.59621933411603
2018-10-01,211.22070651785137,100.8701748704861,84.5403521234128,91.05809617083193,71.97562193122693,125.57338002834348,71.48023917935619,112.88060653644912,198.94153830346767,90.69873498737152
2018-11-01,202.68367893540307,95.01667479328641,77.2739615290281,90.8566317649591,75.15870233774335,122.0541157883141,68.28914432413274,105.46991921463253,195.9605048331002,90.61012786214361
2018-12-01,206.93981946910407,91.5569856357752,81.3414836017688,94.87590636617449,72.19526943188848,132.44188767722747,73.57729903170025,119.04192684828791,192.99417808956895,88.20854355185995
2019-01-01,243.9524505896204,113.17268652474208,102.00437452343895,106.07575986146912,85.96430658556663,152.02431303434068,74.73661187973215,133.59572858314857,239.97157715362178,106.04503378970549
2019-02-01,254.43311898856106,114.42487675945692,106.2057700796157,105.80014546653356,90.60549606467916,160.33078721355918,76.78166744294785,132.09251099044783,237.56834677919127,105.22164787022103
2019-03-01,251.8850334956544,115.16123820564887,102.9351865512373,118.94005163123519,80.15011052398472,156.59242730190218,80.8831488303045,131.79862688660654,233.83353310053909,104.25350294271568
2019-04-01,244.33626674949363,122.3390170475137,100.46133720429619,114.11395148807351,88.71256681435841,158.17811215048036,78.40660898449393,136.5522918240685,238.05541422971262,103.47212718139583
2019-05-01,244.27988850615944,119.32175759795531,100.08418537430828,104.90312368846999,91.24569792578534,153.78092308950394,87.72863646287641,135.98550096970737,232.6418907188365,101.71434739780528
2019-06-01,248.3680871331704,121.1680090171175,110.46365450928043,100.10854316853549,82.77381146511657,151.3602486144492,85.06554885072102,136.0818014444406,241.31715953224145,98.01320614249417
2019-07-01,241.92546263453553,119.30252470056668,94.68466968640061,113.43532882832473,94.2946314877384,155.21155486494808,86.24305714160802,133.12971561367223,239.5790781961026,104.87137098807072
2019-08-01,245.63758597814248,119.47862328540766,103.52835581250976,104.65504046298132,90.28364363897057,154.90603332049295,86.5094953515239,129.8492961142197,242.91588679444226,100.09128055944537
2019-09-01,251.15243080582022,120.70496248869712,102.46229850620756,113.29170051267499,84.94151225122351,157.07794388490353,82.94083735746217,132.07253903598496,240.65698883708555,105.09325642811764
2019-10-01,246.1307654507275,116.54790998231896,94.27101466543166,108.64705496285977,92.56362452602717,149.57995515857615,84.38013764653827,134.80101558931247,239.48233317439977,103.73462602701267
2019-11-01,256.4830787640859,120.33116701578918,104.02956427244808,114.98048483283209,84.16206888204132,153.666739483933,88.88302043877438,132.6715439338296,235.05015354593206,111.38800351979881
2019-12-01,251.18042494851508,119.98422191937148,103.1216466597643,107.92937263683127,82.32866853512931,152.42576882960802,78.47549700527144,133.37645518080168,234.6935789820839,105.71613967077344
