,3MDUHD,PUWKGV,H5BH9O,6OYX7Y,CKA3QO,PR0EZA,4E2JPI,JJPOQY,KS9CKS,56XD4Q
2012-03-01,0.6685443161908323,0.9399228229713046,0.9647419099699817,0.9743707482101925,0.6182733848519822,0.013385184718786247,0.08438288995252474,0.9163372693722173,0.9337276881232006,0.6165509761298604
2012-04-01,0.8300100315571304,0.6611719368903611,0.7887509716938774,0.5322695001292196,0.9956290962900392,0.28558340912252467,0.839621407690193,0.14978036787528526,0.7566128001409417,0.7724841116743482
2012-05-01,0.03112114667307242,0.729658731877445,0.8605612832780954,0.9431955497386123,0.5018975156661306,0.7989943554583052,0.325850313663388,0.8124738096405902,0.03216820718000113,0.523869120083023
2012-06-01,0.2938170696889948,0.09664970632873193,0.5156775812113279,0.24129430960957465,0.6492749748792003,0.3519383957039016,0.1415104803842525,0.23081383887969942,0.0019208129858736545,0.33599880893684453
2012-07-01,0.22148756705748973,0.859363774557717,0.25055242526720345,0.4005707675650104,0.17607545601669272,0.618401166037256,0.5084473914258415,0.0055753106194336155,0.19583373182104835,0.7225826646974244
2012-08-01,0.8746114192627469,0.5112465485416083,0.17711957614953266,0.953122564105344,0.18097114846683482,0.8377244221945124,0.6771343538873683,0.16584669239546834,0.6275388595396981,0.7494779519682826
2012-09-01,0.2744291345688825,0.2716289479339423,0.01703476589627928,0.3103449705062652,0.15350982827558413,0.7665067647109521,0.6175733328738101,0.9150921443936458,0.8151719735263648,0.5980533623321735
2012-10-01,0.19340050230974237,0.32689509857070087,0.7367326954126491,0.7769737839649279,0.23929976588941726,0.12761268165841955,0.43405838057616875,0.8719318327431161,0.29622650657217653,0.791594613689689
2012-11-01,0.5308199602883963,0.6427993926210965,0.7191346085560002,0.6241857622113639,0.273326931134809,0.9289120602597098,0.13763736603182508,0.11476642840820828,0.22543282003187892,0.46236742502822437
2012-12-01,0.2868033491809783,0.5518015197280913,0.9954999908691426,0.9207978847479391,0.6513098046763637,0.0530006181746544,0.4090478913940584,0.29048281882966753,0.8842424269062416,0.3467357385505122
2013-01-01,0.5657043948510961,0.7734473660731008,0.5072222951120345,0.12668059777838758,0.04921995159436965,0.16385862711558252,0.3737557422199479,0.15457124142916545,0.8205906651322484,0.0984993502383189
2013-02-01,0.6136104072044155,0.7713263237921938,0.27216881747416277,0.9946913463790293,0.7634735461359039,0.36192422468615804,0.8855673538278829,0.552834874735265,0.43836138366484223,0.873268408558824
2013-03-01,0.7987364524254656,0.4023761256999886,0.6307191610967917,0.7848583673995467,0.3759903078623441,0.11104862930591608,0.7760136909236788,0.40495042179249474,0.6891194356434829,0.8479872350930462
2013-04-01,0.6362082452433668,0.2668370639550972,0.3664468088157068,0.5833472981635223,0.2724673372434038,0.2185153347751062,0.5111708331447572,0.06697888912810235,0.5507476615471801,0.24829167293464738
2013-05-01,0.6520484862524142,0.2013573988273657,0.0564593087412425,0.5306351129460992,0.20160575067238318,0.4969040116686103,0.16684667118144814,0.7824957288543907,0.9027226983874725,0.7993224972425717
2013-06-01,0.5702885765717415,0.4482960205505284,0.35539448089717984,0.21072757238249173,0.05197583705174569,0.3243006481853178,0.9927396537296236,0.21344312355705297,0.4928741358562999,0.3287284819446772
2013-07-01,0.5209616873419497,0.09785314711029658,0.41310968432551887,0.7506070101978112,0.3855202672153323,0.5883636974356619,0.9545694636352848,0.9784783633037496,0.08676025685913624,0.5432258089416678
2013-08-01,0.8719751142878867,0.4284771478290331,0.008391766186491623,0.6477620432027614,0.18236445959349257,0.8050435595524196,0.610423937539406,0.028956808152908242,0.4322099787989667,0.24364659239217146
2013-09-01,0.6906270460891074,0.46338348204857416,0.35185731450008184,0.04130631518912886,0.47601642139317624,0.8325633334893917,0.09308089421635035,0.37192038926870796,0.15493396660514536,0.7962594163820248
2013-10-01,0.5138995332707024,0.5416209717364288,0.00792006099917364,0.5465989429995429,0.8745121753324323,0.05684366649886918,0.0308651817921739,0.9816470115669524,0.9728817205440033,0.010450785147610553
2013-11-01,0.6746611604995109,0.8693647034666906,0.10928187317608928,0.1670838477184522,0.8869329519336085,0.09695640215798629,0.8533284340020555,0.0702473783510974,0.3767848974438677,0.20210615401429965
2013-12-01,0.4086682148666324,0.6134476227493662,0.9270954543449824,0.15454752052188792,0.2933474967196469,0.5729237593515843,0.6897108883409074,0.4293740711649292,0.9545204005618115,0.3548786637452036
2014-01-01,0.4998019720464497,0.2968989583831203,0.7532220208708497,0.08817852213157273,0.919771657219647,0.5627553809377692,0.9381569402580621,0.013573827665892213,0.4849782045526033,0.9395131448483807
2014-02-01,0.13706843115876044,0.6495708934320478,0.0035773836786646696,0.2858311101131048,0.35849100503953124,0.812504666457575,0.3518809465128574,0.3905053635222051,0.2158282964244288,0.041151907680212485
2014-03-01,0.5617154745660458,0.5568251578770065,0.7112727171692671,0.26745071320760094,0.3829023240325353,0.18221279960670222,0.3473124461262719,0.6434402542943268,0.4071618698474284,0.9968972219865038
2014-04-01,0.9599690975538223,0.5236138405234492,0.5015716449581936,0.3914071310661599,0.9253457307090874,0.4585509845935243,0.5856508276459802,0.6484323518189565,0.33409835251132747,0.8126994176064377
2014-05-01,0.6403420965819673,0.6116111008613132,0.4558221716923516,0.8160025534932864,0.6792820273262237,0.25601552707737085,0.5938724554276273,0.31013143385476283,0.8553789862706508,0.454230153778005
2014-06-01,0.6247581075515471,0.08975461181066902,0.6718237525380112,0.5368928847505157,0.7553417641679826,0.13529776349030542,0.6569984075242374,0.5463323755592785,0.9568714646208613,0.4693131953069878
2014-07-01,0.8239792598183243,0.37071445730488284,0.38995294152480786,0.6350878483719488,0.09295787808327494,0.7090797029277234,0.2702657372943441,0.43069050986806756,0.7161102274373458,0.5824374847669684
2014-08-01,0.3958454633770758,0.42386161530965993,0.6777767242403157,0.27745277138927593,0.8335890924688697,0.3533124191990711,0.8489013332056391,0.058493701684408816,0.6310259525247919,0.08974482857896082
2014-09-01,0.7606470637679273,0.28976283585787765,0.10363487624357393,0.04974772569340724,0.2922612583186939,0.27890137579981267,0.2301549501827551,0.7694191269254378,0.8998217513857709,0.7110456399605094
2014-10-01,0.6236111761967453,0.03181392079830003,0.4101842696977128,0.48049959113895946,0.5533709227210472,0.898559194826576,0.35817727938807975,0.17240211570942832,0.09364656643340152,0.28436546699626164
2014-11-01,0.6720623545634454,0.2885165570414365,0.7319441356619124,0.36150277810699694,0.5215018500202832,0.4916458775868826,0.17335732312070173,0.913590557702192,0.8334430367490502,0.7195901984630373
2014-12-01,0.4060413362735624,0.553949203256753,0.9167879103488484,0.7460229901212414,0.21017056335965967,0.6528596167322195,0.07988713580878093,0.3641397759411691,0.03391636740224002,0.41155028645226
2015-01-01,0.4327007484451828,0.09830481114414269,0.8778987794153024,0.6396782882785701,0.28387190314294564,0.42126694321575475,0.9584704474731762,0.516995366357939,0.42001804513160224,0.03714283250325723
2015-02-01,0.2536216966800119,0.7831042553523103,0.8350334074978676,0.48808528086785274,0.4578548834529361,0.7644235251415762,0.7110360860932345,0.9366792757261541,0.058275333383518646,0.4535845254439984
2015-03-01,0.49100907592847043,0.7358842425613671,0.5851671259669268,0.5082534866708737,0.8687681493198174,0.032042130433848404,0.18372889379736268,0.7645771459220081,0.9494774097609733,0.9675511866377853
2015-04-01,0.763675855016551,0.15335378129305255,0.23583558329185172,0.7030979775172562,0.0850223081164676,0.44031627508008675,0.03748183968722307,0.7960605373607682,0.13460805896936234,0.8439289683542913
2015-05-01,0.6760378153795834,0.14770718117906922,0.9422289783321095,0.7774785002328383,0.729619001573242,0.07763276401318742,0.7877357865065788,0.5644962704887537,0.19917780048735667,0.7219741551324368
2015-06-01,0.32639539563227904,0.8875758667686254,0.8791992465920607,0.0869256867040451,0.14681151017170857,0.8686632252135317,0.040151787720977494,0.3372353230842009,0.9921373021310909,0.5219565397589457
2015-07-01,0.5881742717566623,0.6262909801102683,0.5703687341360119,0.9097080590429701,0.5555927976052712,0.9798798038104803,0.5594731282648945,0.8469362758733164,0.893994382330433,0.786853493225799
2015-08-01,0.7796747816155173,0.9750317906872369,0.3171035427960769,0.6077246719292847,0.8043185546600483,0.25014210602751286,0.7220171096758541,0.9670144636669388,0.3174628841420567,0.8412086949290882
2015-09-01,0.8531020430711882,0.43472674408019885,0.39710474445652144,0.7411175935874016,0.9172951306823848,0.8376126671784192,0.8439994390495179,0.9654372102622456,0.9192669477693057,0.5266092018829118
2015-10-01,0.76104520222395,0.847334776413977,0.4146202523372653,0.5686776502866755,0.08132063036569104,0.8794000378658003,0.05779900488410039,0.7829474337088826,0.009089809405493976,0.1165902912993182
2015-11-01,0.9247821316837735,0.20005950112289306,0.9434038028953684,0.7254581409614241,0.39061211828148834,0.8398650681767773,0.06530765065843103,0.5607324524401913,0.6269871642873903,0.7191566930470421
2015-12-01,0.8579613571974811,0.8559978919350162,0.918488282412936,0.8291285501339098,0.8235740441846776,0.7106183491675775,0.0060881336997361535,0.6807224558859981,0.7543995649088152,0.4508018411813949
2016-01-01,0.9662485287677659,0.012291953665680033,0.012620524822477441,0.8123904046189153,0.44520996898326537,0.010460610756566235,0.4435220180886916,0.35438870091974295,0.9983851563014658,0.14092608714401977
2016-02-01,0.3530268628627149,0.3519892359444088,0.7481702935352503,0.8079778198644643,0.9598499804867913,0.31534638875422916,0.38102907443476475,0.07311968425098359,0.6897143611829648,0.05999752494129096
2016-03-01,0.29219904209606495,0.6250241866968028,0.3186384456246987,0.38513715803858006,0.0938307795257447,0.37703653543530224,0.017370802041424493,0.8833585982444025,0.6807997588895762,0.8535659041096089
2016-04-01,0.6624066770855174,0.3863399135913299,0.7905680230559583,0.9063638334864902,0.3261467117406016,0.5498390974625835,0.2930725419236776,0.24923715814479075,0.6725663992806417,0.5700529794517977
2016-05-01,0.15389640750975409,0.6978691258024167,0.7709248393169023,0.7133953722391851,0.43717462925977846,0.48197501168492585,0.5765443564532878,0.9943873810721422,0.5766026510545442,0.5610377193574864
2016-06-01,0.6924862181413342,0.9906916238382654,0.23018018006606644,0.7509551510011594,0.6476393770968647,0.4482714061011517,0.9267342076236709,0.629067295633832,0.2276278443204519,0.16808690491455514
2016-07-01,0.45298385183792045,0.3187370079579257,0.4946381530596037,0.23735351776563207,0.5317761885637646,0.8567408299241572,0.6423166634735636,0.7061263105157127,0.23849010752597177,0.2916456176325998
2016-08-01,0.7905284297674845,0.044360073906505426,0.6620319382433986,0.5806359820742472,0.14677345220571503,0.8981762544998686,0.670267566225289,0.42957862990409,0.5873724551997498,0.8056370683116926
2016-09-01,0.11676366993123843,0.6088895375247391,0.9714194972352284,0.8196682716160717,0.3527664940613885,0.20768305215221528,0.3779670378060014,0.8232861976857486,0.8437824250180285,0.08955676442651994
2016-10-01,0.12991314742806104,0.5942329189604141,0.10098753684133543,0.4153793762544602,0.20083017826359306,0.6609113610079863,0.8795240498081789,0.46849020578366796,0.9670989115321597,0.1235562233619173
2016-11-01,0.9797146449205741,0.8101195131845339,0.5127147832817653,0.7360482177286185,0.06435453435598404,0.3101564362026039,0.49595867172573316,0.41945798093991193,0.15978398327124865,0.5357711008695003
2016-12-01,0.8301108849624571,0.9886642163877765,0.5526967035438624,0.8211097119787762,0.486854423643415,0.5309171491886958,0.21270785792179914,0.8066257371236326,0.7383659633335742,0.801409347297678
2017-01-01,0.1272866207855632,0.49713826819907825,0.21432174530626968,0.6681649220236505,0.7082175480154237,0.3427680284003455,0.48382329278488356,0.6720595429461822,0.1353609965999305,0.06534472332411989
2017-02-01,0.5563619608319005,0.7252740060060052,0.789199510378534,0.1332544589478023,0.01461990151512349,0.457198610498735,0.5762051366248699,0.8022622046458688,0.9010946272128877,0.7397044165085633
2017-03-01,0.36710647719065026,0.8833164551085742,0.18375683766637663,0.4953450714713523,0.697802052631017,0.9420273961664295,0.5612204789032137,0.3871804544735713,0.89870310904248,0.8525439303641351
2017-04-01,0.8484338899408771,0.31419086301117904,0.5788497977831277,0.3275987226543503,0.8963658259848258,0.4915893930931974,0.13732562724084818,0.9736218567200147,0.07334451635346173,0.6062264280571985
2017-05-01,0.7358765053737645,0.5469339404554345,0.022875347044559513,0.7873743514433692,0.8463492313295873,0.7520112999065673,0.9829251453814053,0.593908473400429,0.3970630680715521,0.7819801536364459
2017-06-01,0.9300579083041469,0.48062733176260164,0.09705703607663996,0.3994089228659431,0.6168629621748996,0.5362984013841271,0.6769501284774362,0.44770878495513233,0.8487195920591636,0.8445811016245314
2017-07-01,0.28115284623076886,0.16562516605625854,0.3778098231268332,0.08311405802896865,0.32587494600585876,0.698015801307191,0.5890218895669523,0.8182264958622744,0.5254280740186895,0.7052249926744444
2017-08-01,0.10843423078548575,0.8276353536759521,0.638595589056999,0.3182975778168746,0.9854902985981722,0.9907429867740918,0.7486960848030468,0.863314775407934,0.13876130385778151,0.4568230668465081
2017-09-01,0.27583815519797206,0.8502200716714989,0.2083300203432571,0.2273927923233472,0.7579549757136754,0.1689372876602272,0.16211521126614237,0.11748098647203198,0.9912325286063643,0.4215933514089384
2017-10-01,0.7027268513422898,0.1473160694648057,0.7835885983188803,0.35630804395918036,0.5087956793416213,0.15311403859718908,0.2712225248612631,0.31659108682165016,0.28488534633397244,0.5072223826534122
2017-11-01,0.13895032403544205,0.35325523645506074,0.4023325857644483,0.23500958408991912,0.3564198858453692,0.852194063160373,0.7684001240805082,0.29065251414856164,0.1744790379656288,0.41044313712266367
2017-12-01,0.6462538131172005,0.5915880254189076,0.7851875541355254,0.3573332179297696,0.2958004097551711,0.04716099791653283,0.04771926710320795,0.16734091468180268,0.13727783265195082,0.6802662132545483
2018-01-01,0.7914859686989832,0.002443940011965129,0.8222655728178871,0.5159863367116967,0.8288920649540363,0.357502241588625,0.2628031144349655,0.6311158906639635,0.2535040774566475,0.24547937332927505
2018-02-01,0.6612802764758003,0.660747942128397,0.7110267990442202,0.6110312597243621,0.6548054691471328,0.5302336905813788,0.9617027461086902,0.07003041338171956,0.09279175298113229,0.9126929834448192
2018-03-01,0.6026092460672157,0.2156740345811603,0.8646728807542344,0.5519659903335413,0.9918636335732245,0.5212855302865209,0.18732402553987337,0.2421686125775444,0.044751626845256576,0.05425920252676486
2018-04-01,0.874788514465571,0.026592056411697373,0.8490585471594906,0.6712977552147861,0.16794225480362623,0.5424626199616165,0.3075916761774845,0.42152005011809524,0.3954747400513009,0.9246453389080495
2018-05-01,0.011199127229692518,0.5924625408177585,0.38839647733943317,0.18039620860992422,0.45737222634609975,0.6492104672942735,0.3671500132822024,0.721247984896021,0.8659540988434641,0.2605444073557316
2018-06-01,0.6076021855742235,0.5998831047111227,0.5362465936749778,0.0999040662436187,0.535529798308244,0.0010958976233280682,0.7072745916451837,0.9054649765205879,0.9241731949970025,0.4126112881826939
2018-07-01,0.08878448453638998,0.3939324478261601,0.9729980170494876,0.7714755117528742,0.6890129730215864,0.5173964577945968,0.15148808653431556,0.7702510388960266,0.09234362878988767,0.6287372461257941
2018-08-01,0.8616464444236617,0.6584993842064365,0.9965209569304049,0.35998422716677003,0.3987919252014248,0.3998771130828148,0.17036269504668533,0.7545404635009555,0.3730011097655759,0.4466364857081243
2018-09-01,0.43188889152723964,0.7484588013743724,0.05644313283683666,0.6946282208727097,0.18295932576454055,0.556135099474429,0.27972727874348724,0.62232721421472,0.28043009837568067,0.008547852202781425
2018-10-01,0.19390857388164795,0.8745722494568112,0.5641089094987866,0.25195475806345324,0.7300711412111488,0.0076081637427286575,0.4007445014813603,0.2758268349227859,0.10261472745009215,0.9081523114974253
2018-11-01,0.05132469698371389,0.3123646939403184,0.549269288196155,0.6733151947224917,0.04745618809086771,0.9688186690006567,0.35039217299189684,0.28594939679103004,0.8680924472702306,0.39030818378400634
2018-12-01,0.966242538278218,0.037744816153458816,0.6640692250740888,0.14395564833756824,0.2866566700589136,0.3495177193188097,0.6491871541464885,0.2190469042290536,0.3265691574261417,0.893219007043453
2019-01-01,0.656054704811067,0.40928490783878435,0.49894167572644044,0.15414039618174147,0.026411449128435516,0.3326049380608487,0.45073829348665917,0.671683550872089,0.6293108599371169,0.028825923669403175
2019-02-01,0.5897726450648956,0.6737378069769117,0.6673089262703679,0.47528029670852723,0.48024734847834805,0.042826887000754654,0.856818340741827,0.6883948330135264,0.10562807174875555,0.4552230596382245
2019-03-01,0.9297775057927413,0.25199093505406567,0.9596122363610563,0.20402794245141587,0.17266339101728456,0.3040556744606847,0.6207361097457356,0.49863110330235916,0.5700528265393793,0.3719264833278302
2019-04-01,0.24409974913240706,0.8340449692861875,0.5174692610669354,0.49360341714579015,0.2203317385072906,0.9988148574531613,0.661147418869427,0.1371111067395463,0.9012612560239004,0.08736484365883346
2019-05-01,0.8442160840608453,0.2522663476111475,0.8713855575997275,0.58777449579035,0.0003621750798215029,0.4136413953235458,0.8824788120523641,0.4264497074309713,0.33648487942561467,0.6118101573775765
2019-06-01,0.4197081757642801,0.2247144800743216,0.6025489993350591,0.11899928189023701,0.4952962629576958,0.5820536533925158,0.03241319879955795,0.8110135355858774,0.644552610706173,0.1195085092255761
2019-07-01,0.4500016655096175,0.6742336137579524,0.42226895702117817,0.48845213111894137,0.36765103030758817,0.806700390507921,0.016979170485994177,0.21762064280673088,0.9365773413742305,0.6784738044471179
2019-08-01,0.4555792244604826,0.24782656637882783,0.18254015266283374,0.7812700012008125,0.5631426965419605,0.5968980832871668,0.037063037424102774,0.6549040507651425,0.3527991844927363,0.8729769527064273
2019-09-01,0.6355705405891517,0.30531621484000504,0.4745478516655528,0.40271919571608294,0.40956033307656514,0.5751293979931906,0.8897861643571959,0.5911264075287137,0.2706414533186017,0.4090386817460775
2019-10-01,0.8313237326712828,0.6539921756282832,0.7914721581686393,0.0770497252793576,0.034229796709949856,0.24940746140264125,0.15279866820446264,0.08115559080076207,0.27427749553768643,0.8414541684304089
2019-11-01,0.49913132396158333,0.7297070524101181,0.211548844251357,0.22782502794822213,0.4569299233382318,0.08592679318210039,0.9988362384899382,0.33169855604126064,0.9027635777661784,0.9926202381764375
2019-12-01,0.7476501114315849,0.8350829907935917,0.4887519552405245,0.7063492482379713,0.14842226938431402,0.473388918583435,0.05124490303319351,0.2326224082653856,0.2705962099109306,0.41287398632052574
